created_at,entry_id,field1,field2,field3,field4
2025-04-12 13:19:19 UTC,1757,30.60,37.80,175.03,
2025-04-12 13:19:34 UTC,1758,30.50,37.90,175.84,
2025-04-12 13:19:49 UTC,1759,30.50,37.90,173.90,
2025-04-12 13:20:09 UTC,1760,30.40,38.00,175.36,
2025-04-12 13:20:29 UTC,1761,30.40,38.10,173.58,
2025-04-12 13:20:49 UTC,1762,30.40,38.20,175.52,
2025-04-12 13:29:18 UTC,1763,25.50,46.70,180.19,
2025-04-12 13:29:37 UTC,1764,25.20,49.60,177.93,
2025-04-12 13:29:57 UTC,1765,25.10,50.50,175.03,
2025-04-12 13:30:17 UTC,1766,25.00,50.60,173.74,
2025-04-12 13:30:32 UTC,1767,24.90,52.30,171.16,
2025-04-12 13:30:52 UTC,1768,24.90,52.50,173.26,
2025-04-12 13:32:13 UTC,1769,24.80,53.20,164.07,
2025-04-12 13:32:28 UTC,1770,24.60,56.20,167.62,
2025-04-12 13:32:48 UTC,1771,24.70,56.40,162.95,
2025-04-12 13:33:08 UTC,1772,24.70,56.30,164.88,
2025-04-12 13:33:23 UTC,1773,24.70,55.90,162.46,
2025-04-12 13:33:38 UTC,1774,24.70,56.10,162.62,
2025-04-12 13:33:58 UTC,1775,24.70,56.00,161.33,
2025-04-12 13:34:18 UTC,1776,24.60,55.60,159.56,
2025-04-12 13:34:33 UTC,1777,24.60,55.80,157.79,
2025-04-12 13:34:48 UTC,1778,24.50,55.50,157.79,
2025-04-12 13:35:08 UTC,1779,24.40,54.90,153.76,
2025-04-12 13:35:23 UTC,1780,24.30,54.90,154.40,
2025-04-12 13:35:38 UTC,1781,24.20,54.30,148.12,
2025-04-12 13:35:53 UTC,1782,24.10,54.00,147.47,
2025-04-12 13:36:13 UTC,1783,24.00,53.90,144.09,
2025-04-12 13:36:33 UTC,1784,23.80,53.90,141.35,
2025-04-12 13:36:53 UTC,1785,23.70,53.80,139.74,
2025-04-12 13:37:10 UTC,1786,23.50,53.40,139.25,
2025-04-12 13:37:28 UTC,1787,23.40,53.00,138.61,
2025-04-12 13:37:48 UTC,1788,23.30,52.70,137.32,
2025-04-12 13:38:03 UTC,1789,23.20,52.40,136.67,
2025-04-12 13:38:18 UTC,1790,23.10,52.20,135.22,
2025-04-12 13:38:38 UTC,1791,23.00,51.90,134.42,
2025-04-12 13:38:58 UTC,1792,23.00,51.60,133.13,
2025-04-12 13:39:13 UTC,1793,22.80,51.80,132.64,
2025-04-12 13:39:31 UTC,1794,22.80,52.40,133.29,
2025-04-12 13:39:48 UTC,1795,22.70,53.20,133.61,
2025-04-12 13:40:08 UTC,1796,22.70,54.30,133.93,
2025-04-12 13:40:23 UTC,1797,22.80,55.10,133.13,
2025-04-12 13:40:43 UTC,1798,22.80,55.90,132.48,
2025-04-12 13:40:58 UTC,1799,22.90,56.60,132.00,
2025-04-12 13:41:18 UTC,1800,23.00,57.20,133.13,
2025-04-12 13:41:38 UTC,1801,23.10,57.50,132.64,
2025-04-12 13:41:58 UTC,1802,23.20,58.20,131.36,
2025-04-12 13:42:18 UTC,1803,23.40,58.10,129.10,
2025-04-12 13:42:38 UTC,1804,23.50,58.40,130.23,
2025-04-12 13:42:58 UTC,1805,23.60,58.50,129.42,
2025-04-12 13:43:18 UTC,1806,23.70,58.50,129.90,
2025-04-12 13:43:38 UTC,1807,23.80,58.50,130.07,
2025-04-12 13:43:58 UTC,1808,23.90,58.80,125.55,
2025-04-12 13:44:18 UTC,1809,24.00,58.10,156.82,
2025-04-12 13:44:33 UTC,1810,24.10,57.60,153.76,
2025-04-12 13:44:53 UTC,1811,24.20,57.30,159.40,
2025-04-12 13:45:13 UTC,1812,24.30,56.40,154.89,
